OG0024460	ENSSSAG00000100088.1	XM_035760369.2	ENSOKIG00005045768.1	XM_046368360.1
OG0026885	ENSSSAG00000075267.2	XM_035754551.2	ENSOKIG00005049359.1	XM_046358412.1
OG0026886	ENSSSAG00000071114.2	XM_035795891.1	ENSOKIG00005017773.1	XM_046326733.1
OG0026887	ENSSSAG00000087971.1	XM_035790407.2	ENSOKIG00005010001.1	XM_046357773.1
OG0026888	ENSSSAG00000075278.2	XM_035754552.2	ENSOKIG00005049369.1	XM_046358410.1
OG0026889	ENSSSAG00000072682.2	XM_035797592.2	ENSOKIG00005043832.1	XM_046339489.1
OG0026890	ENSSSAG00000107409.1	XM_035801252.2	ENSOKIG00005012626.1	XM_046357195.1
OG0026891	ENSSSAG00000103703.1	XM_035774585.2	ENSOKIG00005049302.1	XM_046298115.1
OG0026892	ENSSSAG00000105512.1	XM_035767320.2	ENSOKIG00005013971.1	XM_046302821.1
OG0026893	ENSSSAG00000012191.2	XM_052475814.1	ENSOKIG00005031408.1	XM_046299144.1
OG0026894	ENSSSAG00000075371.2	XM_035736916.2	ENSOKIG00005017245.1	XM_046351802.1
OG0026895	ENSSSAG00000084204.1	XM_035772652.2	ENSOKIG00005048261.1	XM_046318150.1
OG0026897	ENSSSAG00000090069.1	XM_052522559.1	ENSOKIG00005027921.1	XM_046366725.1
OG0026898	ENSSSAG00000077691.2	XM_052482596.1	ENSOKIG00005012335.1	XM_046366020.1
OG0026899	ENSSSAG00000077688.2	XM_035739137.2	ENSOKIG00005012327.1	XM_046364396.1
OG0026900	ENSSSAG00000041658.2	XM_052458290.1	ENSOKIG00005000125.1	XM_046306609.1
OG0026901	ENSSSAG00000039816.2	XM_035751432.2	ENSOKIG00005000360.1	XM_046315174.1
OG0026902	ENSSSAG00000047226.2	XM_035772162.2	ENSOKIG00005049626.1	XM_046317668.1
OG0026904	ENSSSAG00000047350.2	XM_035772155.2	ENSOKIG00005049677.1	XM_046317224.1
OG0026905	ENSSSAG00000068317.2	XM_035778861.2	ENSOKIG00005025018.1	XM_046312907.1
OG0026906	ENSSSAG00000096652.1	XM_052462658.1	ENSOKIG00005001366.1	XM_046345455.1
OG0026907	ENSSSAG00000116038.1	XM_052460929.1	ENSOKIG00005001351.1	XM_046348182.1
OG0026908	ENSSSAG00000047373.2	XM_035772143.2	ENSOKIG00005049702.1	XM_046318159.1
OG0026909	ENSSSAG00000000115.2	XM_035741871.2	ENSOKIG00005037890.1	XM_046351907.1
OG0026911	ENSSSAG00000094989.1	XM_052472591.1	ENSOKIG00005037004.1	XM_046325633.1
OG0026912	ENSSSAG00000053429.2	XM_035768860.1	ENSOKIG00005001147.1	XM_046348196.1
OG0026913	ENSSSAG00000115167.1	XM_035796329.2	ENSOKIG00005037862.1	XM_046351908.1
OG0026914	ENSSSAG00000042150.2	XM_035749309.2	ENSOKIG00005007765.1	XM_046363861.1
OG0026915	ENSSSAG00000077901.2	XM_035799198.2	ENSOKIG00005033181.1	XM_046300749.1
OG0026916	ENSSSAG00000063036.2	XM_035774222.2	ENSOKIG00005019490.1	XM_046338824.1
OG0026917	ENSSSAG00000000186.2	XM_035796177.2	ENSOKIG00005037684.1	XM_046353942.1
OG0026918	ENSSSAG00000080542.2	XM_035776493.2	ENSOKIG00005021216.1	XM_046368108.1
OG0026919	ENSSSAG00000053522.2	XM_035736917.2	ENSOKIG00005031911.1	XM_046353294.1
OG0026920	ENSSSAG00000066939.2	XM_035748567.2	ENSOKIG00005017733.1	XM_046297657.1
OG0026921	ENSSSAG00000117838.1	XM_052514008.1	ENSOKIG00005021448.1	XM_046295959.1
OG0026923	ENSSSAG00000043553.2	XM_035790449.1	ENSOKIG00005006362.1	XM_046325367.1
OG0026924	ENSSSAG00000092051.1	XM_052507997.1	ENSOKIG00005045616.1	XM_046333584.1
OG0026925	ENSSSAG00000055568.2	XM_035735038.2	ENSOKIG00005009534.1	XM_046333276.1
OG0026926	ENSSSAG00000042309.2	XM_052492935.1	ENSOKIG00005007808.1	XM_046363865.1
OG0026927	ENSSSAG00000042324.2	XM_052492934.1	ENSOKIG00005007816.1	XM_046363870.1
OG0026928	ENSSSAG00000009647.2	XM_035736515.2	ENSOKIG00005014031.1	XM_046351316.1
OG0026929	ENSSSAG00000042347.2	XM_052492933.1	ENSOKIG00005007840.1	XM_046363869.1
OG0026930	ENSSSAG00000101159.1	XM_035767575.2	ENSOKIG00005000892.1	XM_046348211.1
OG0026931	ENSSSAG00000006682.2	XM_035734492.1	ENSOKIG00005044542.1	XM_046355218.1
OG0026932	ENSSSAG00000087194.1	XM_035764568.2	ENSOKIG00005011820.1	XM_046334331.1
OG0026933	ENSSSAG00000116707.1	XM_035783105.2	ENSOKIG00005006033.1	XM_046305347.1
OG0026934	ENSSSAG00000063972.2	XM_035734491.2	ENSOKIG00005044548.1	XM_046356907.1
OG0026935	ENSSSAG00000091091.1	XR_008061241.1	ENSOKIG00005034204.1	XR_006832480.1
OG0026936	ENSSSAG00000095867.1	XM_052479941.1	ENSOKIG00005011185.1	XM_046351537.1
OG0026937	ENSSSAG00000049723.2	XM_035783065.2	ENSOKIG00005034196.1	XM_046305268.1
OG0026939	ENSSSAG00000049754.2	XM_052458473.1	ENSOKIG00005034186.1	XM_046306267.1
OG0026940	ENSSSAG00000101138.1	XM_035799499.2	ENSOKIG00005039910.1	XM_046322016.1
OG0026941	ENSSSAG00000090634.1	XM_035800729.1	ENSOKIG00005039888.1	XM_046321235.1
OG0026942	ENSSSAG00000057978.2	XM_035767559.2	ENSOKIG00005022990.1	XM_046296196.1
OG0026943	ENSSSAG00000054179.2	XM_035754591.2	ENSOKIG00005025598.1	XM_046358337.1
OG0026944	ENSSSAG00000039268.2	XM_052458538.1	ENSOKIG00005031053.1	XM_046307265.1
OG0026945	ENSSSAG00000092602.1	XM_035799246.2	ENSOKIG00005043356.1	XM_046322595.1
OG0026946	ENSSSAG00000058017.2	XM_052477410.1	ENSOKIG00005043361.1	XM_046321241.1
OG0026948	ENSSSAG00000052422.2	XM_035773369.2	ENSOKIG00005042873.1	XM_046361017.1
OG0026949	ENSSSAG00000062894.2	XM_035773398.2	ENSOKIG00005048023.1	XM_046361224.1
OG0026950	ENSSSAG00000100497.1	XM_035774223.2	ENSOKIG00005019592.1	XM_046338864.1
OG0026951	ENSSSAG00000116575.1	XM_052516254.1	ENSOKIG00005050908.1	XM_046290977.1
OG0026952	ENSSSAG00000043212.2	XM_035787404.2	ENSOKIG00005038562.1	XM_046299734.1
OG0026953	ENSSSAG00000094666.1	XM_035787416.2	ENSOKIG00005038530.1	XM_046300019.1
OG0026954	ENSSSAG00000059511.2	XM_035751099.2	ENSOKIG00005011348.1	XM_046314873.1
OG0026955	ENSSSAG00000043402.2	XM_035787452.2	ENSOKIG00005038070.1	XM_046300018.1
OG0026956	ENSSSAG00000050134.2	XM_035792220.2	ENSOKIG00005044146.1	XM_046294190.1
OG0026959	ENSSSAG00000049007.2	XM_035790369.2	ENSOKIG00005015145.1	XM_046358032.1
OG0026960	ENSSSAG00000047838.2	XM_052465215.1	ENSOKIG00005015533.1	XM_046358050.1
OG0026961	ENSSSAG00000105729.1	XM_035786157.1	ENSOKIG00005020535.1	XM_046346840.1
OG0026962	ENSSSAG00000090220.1	XR_004824492.2	ENSOKIG00005033855.1	XR_006833725.1
OG0026963	ENSSSAG00000049177.2	XM_035801328.2	ENSOKIG00005009539.1	XM_046357116.1
OG0026964	ENSSSAG00000080773.2	XM_035788828.2	ENSOKIG00005041582.1	XM_046359230.1
OG0026965	ENSSSAG00000074328.2	XM_035743820.2	ENSOKIG00005011303.1	XM_046324527.1
OG0026966	ENSSSAG00000039940.2	XM_035754226.2	ENSOKIG00005011823.1	XM_046358737.1
OG0026968	ENSSSAG00000092877.1	XM_035779570.2	ENSOKIG00005040013.1	XM_046330396.1
OG0026969	ENSSSAG00000080123.2	XM_035786050.2	ENSOKIG00005003308.1	XM_046346932.1
OG0026971	ENSSSAG00000005927.2	XM_035800990.2	ENSOKIG00005041768.1	XM_046349930.1
OG0026972	ENSSSAG00000077767.2	XM_035796483.2	ENSOKIG00005049664.1	XM_046342807.1
OG0026973	ENSSSAG00000118598.1	XR_004828350.2	ENSOKIG00005009406.1	XR_006831555.1
OG0026974	ENSSSAG00000094085.1	XM_035764614.2	ENSOKIG00005025267.1	XM_046322011.1
OG0026975	ENSSSAG00000112837.1	XM_052496866.1	ENSOKIG00005029802.1	XM_046368396.1
OG0026976	ENSSSAG00000086284.1	XM_035761909.2	ENSOKIG00005036489.1	XM_046325411.1
OG0026977	ENSSSAG00000017327.2	XM_035799516.2	ENSOKIG00005043070.1	XM_046322243.1
OG0026978	ENSSSAG00000102545.1	XM_035768622.2	ENSOKIG00005029465.1	XM_046290714.1
OG0026979	ENSSSAG00000071515.2	XM_035795928.2	ENSOKIG00005033604.1	XM_046326861.1
OG0026980	ENSSSAG00000119715.1	XM_052468748.1	ENSOKIG00005010132.1	XM_046293479.1
OG0026981	ENSSSAG00000044087.2	XM_052496692.1	ENSOKIG00005033167.1	XM_046368408.1
OG0026982	ENSSSAG00000049678.2	nesis factor 5	ENSOKIG00005046706.1	XR_006837955.1
OG0026983	ENSSSAG00000040140.2	XM_035756154.2	ENSOKIG00005024591.1	XM_046351835.1
OG0026984	ENSSSAG00000082847.1	XM_052487016.1	ENSOKIG00005011352.1	XM_046324927.1
OG0026985	ENSSSAG00000109466.1	XM_052517285.1	ENSOKIG00005004599.1	XM_046336266.1
OG0026986	ENSSSAG00000050335.2	XM_035787613.2	ENSOKIG00005045599.1	XM_046360422.1
OG0026987	ENSSSAG00000041370.2	XM_052493052.1	ENSOKIG00005003943.1	XM_046363849.1
OG0026988	ENSSSAG00000004711.2	XM_052463366.1	ENSOKIG00005036245.1	XM_046358183.1
OG0026989	ENSSSAG00000095903.1	XM_052463354.1	ENSOKIG00005036411.1	XM_046360493.1
OG0026990	ENSSSAG00000036477.2	XM_035783472.2	ENSOKIG00005009165.1	XM_046329247.1
OG0026991	ENSSSAG00000117074.1	XM_052500345.1	ENSOKIG00005002421.1	XM_046354982.1
OG0026992	ENSSSAG00000080834.2	XM_035788830.1	ENSOKIG00005041410.1	XM_046359227.1
OG0026993	ENSSSAG00000045308.2	XM_035768391.2	ENSOKIG00005011402.1	XM_046295910.1
OG0026994	ENSSSAG00000048055.2	XM_035786294.2	ENSOKIG00005017275.1	XM_046300286.1
OG0026995	ENSSSAG00000043500.2	XM_035757548.2	ENSOKIG00005001807.1	XM_046299315.1
OG0026996	ENSSSAG00000057691.2	XM_035786776.2	ENSOKIG00005005823.1	XM_046345118.1
OG0026997	ENSSSAG00000001154.2	XM_052515071.1	ENSOKIG00005042643.1	XM_046298781.1
OG0026998	ENSSSAG00000007432.2	XM_035760035.2	ENSOKIG00005013358.1	XM_046298676.1
OG0026999	ENSSSAG00000120190.1	XM_052463029.1	ENSOKIG00005049207.1	XM_046358204.1
OG0027000	ENSSSAG00000055966.2	XM_035770363.2	ENSOKIG00005016251.1	XM_046296670.1
OG0027001	ENSSSAG00000005431.2	XM_035783677.2	ENSOKIG00005001913.1	XM_046328878.1
OG0027003	ENSSSAG00000005454.2	XM_035783681.2	ENSOKIG00005001840.1	XM_046329193.1
OG0027004	ENSSSAG00000108653.1	XM_035783685.2	ENSOKIG00005016725.1	XM_046329194.1
OG0027005	ENSSSAG00000001162.2	XM_052515068.1	ENSOKIG00005042624.1	XM_046292031.1
OG0027006	ENSSSAG00000048318.2	XM_035786306.2	ENSOKIG00005017243.1	XM_046299852.1
OG0027007	ENSSSAG00000064109.2	XM_035744019.2	ENSOKIG00005018881.1	XM_046324248.1
OG0027008	ENSSSAG00000041311.2	XM_035752864.2	ENSOKIG00005004367.1	XM_046319382.1
OG0027009	ENSSSAG00000072389.2	XM_035741431.2	ENSOKIG00005038210.1	XM_046292200.1
OG0027010	ENSSSAG00000077622.2	XM_035741370.2	ENSOKIG00005035353.1	XM_046343168.1
OG0027011	ENSSSAG00000064738.2	XM_035783946.1	ENSOKIG00005046054.1	XM_046329619.1
OG0027012	ENSSSAG00000049773.2	XM_035783072.2	ENSOKIG00005034094.1	XM_046305353.1
OG0027013	ENSSSAG00000108834.1	XM_035788876.2	ENSOKIG00005028554.1	XM_046358152.1
OG0027014	ENSSSAG00000074658.2	XM_035766440.2	ENSOKIG00005006494.1	XM_046295702.1
OG0027015	ENSSSAG00000044773.2	XM_035797612.2	ENSOKIG00005000437.1	XM_046333931.1
OG0027016	ENSSSAG00000109183.1	XM_035787657.2	ENSOKIG00005028542.1	XM_046360388.1
OG0027017	ENSSSAG00000077221.2	XM_035787727.2	ENSOKIG00005015563.1	XM_046358134.1
OG0027018	ENSSSAG00000070655.2	XM_035782602.2	ENSOKIG00005018690.1	XM_046300788.1
OG0027019	ENSSSAG00000068277.2	XM_035771946.2	ENSOKIG00005038345.1	XM_046317441.1
OG0027020	ENSSSAG00000046997.2	XM_035787562.2	ENSOKIG00005040007.1	XM_046333899.1
OG0027021	ENSSSAG00000003204.2	XM_035787785.1	ENSOKIG00005050395.1	XM_046360213.1
OG0027022	ENSSSAG00000002913.2	XM_035752290.1	ENSOKIG00005009261.1	XM_046364557.1
OG0027023	ENSSSAG00000048469.2	XM_035772213.2	ENSOKIG00005046508.1	XM_046317412.1
OG0027024	ENSSSAG00000084240.1	XM_035787786.2	ENSOKIG00005050393.1	XM_046360212.1
OG0027025	ENSSSAG00000112518.1	XM_052518240.1	ENSOKIG00005040363.1	XM_046355093.1
OG0027026	ENSSSAG00000073840.2	XM_035759869.2	ENSOKIG00005040436.1	XM_046356170.1
OG0027027	ENSSSAG00000075446.2	XM_035736631.2	ENSOKIG00005017135.1	XM_046351804.1
OG0027028	ENSSSAG00000001369.2	XM_052529167.1	ENSOKIG00005046476.1	XM_046292056.1
OG0027029	ENSSSAG00000005245.2	XM_035787594.2	ENSOKIG00005035064.1	XM_046360455.1
OG0027030	ENSSSAG00000001687.2	XM_035743195.2	ENSOKIG00005020151.1	XM_046308268.1
OG0027031	ENSSSAG00000114142.1	XM_035743321.2	ENSOKIG00005008219.1	XM_046309140.1
OG0027033	ENSSSAG00000073876.2	XM_035759860.2	ENSOKIG00005040587.1	XM_046356168.1
OG0027035	ENSSSAG00000046083.2	XM_052465219.1	ENSOKIG00005037704.1	XM_046300016.1
OG0027036	ENSSSAG00000055241.2	XM_035793635.2	ENSOKIG00005023694.1	XM_046292175.1
OG0027037	ENSSSAG00000055389.2	XM_035793631.2	ENSOKIG00005023707.1	XM_046292176.1
OG0027038	ENSSSAG00000121037.1	XM_035734435.2	ENSOKIG00005048606.1	XM_046355235.1
OG0027039	ENSSSAG00000068680.2	XM_035734433.2	ENSOKIG00005048610.1	XM_046356990.1
OG0027040	ENSSSAG00000090768.1	XM_035778628.2	ENSOKIG00005018908.1	XM_046311505.1
OG0027041	ENSSSAG00000004122.2	XM_035766832.2	ENSOKIG00005018778.1	XM_046296732.1
OG0027042	ENSSSAG00000096794.1	XM_035778630.1	ENSOKIG00005018903.1	XM_046311514.1
OG0027043	ENSSSAG00000043152.2	XM_035767677.2	ENSOKIG00005033600.1	XM_046334811.1
OG0027044	ENSSSAG00000074589.2	XM_052468944.1	ENSOKIG00005018674.1	XM_046290939.1
OG0027046	ENSSSAG00000076160.2	XM_035772597.2	ENSOKIG00005039343.1	XM_046317147.1
OG0027047	ENSSSAG00000076167.2	XM_035772598.2	ENSOKIG00005039211.1	XM_046317956.1
OG0027048	ENSSSAG00000076322.2	XM_052492100.1	ENSOKIG00005034374.1	XM_046297315.1
OG0027049	ENSSSAG00000043647.2	XM_035790469.2	ENSOKIG00005048660.1	XM_046357401.1
OG0027050	ENSSSAG00000001452.2	XM_052529168.1	ENSOKIG00005046286.1	XM_046331116.1
OG0027051	ENSSSAG00000063970.2	XM_035744022.2	ENSOKIG00005019134.1	XM_046324360.1
OG0027052	ENSSSAG00000059372.2	XM_035737889.2	ENSOKIG00005016032.1	XM_046352358.1
OG0027053	ENSSSAG00000072385.2	XM_035762233.2	ENSOKIG00005036347.1	XM_046345380.1
OG0027054	ENSSSAG00000003722.2	XM_035767054.2	ENSOKIG00005022083.1	XM_046295786.1
OG0027055	ENSSSAG00000043663.2	XM_035790470.2	ENSOKIG00005048652.1	XM_046357385.1
OG0027056	ENSSSAG00000069058.2	XM_035796064.1	ENSOKIG00005032061.1	XM_046332549.1
OG0027057	ENSSSAG00000073923.2	XM_035790585.1	ENSOKIG00005032297.1	XM_046355743.1
OG0027058	ENSSSAG00000043678.2	XM_035790471.1	ENSOKIG00005048646.1	XM_046357373.1
OG0027059	ENSSSAG00000105090.1	XM_052498188.1	ENSOKIG00005007857.1	XM_046354966.1
OG0027060	ENSSSAG00000071742.2	XM_035777080.2	ENSOKIG00005000411.1	XM_046312588.1
OG0027061	ENSSSAG00000064168.2	XM_052477029.1	ENSOKIG00005048534.1	XM_046322138.1
OG0027062	ENSSSAG00000015812.2	XM_035743144.2	ENSOKIG00005022796.1	XM_046308240.1
OG0027063	ENSSSAG00000069500.2	XM_035786299.2	ENSOKIG00005000229.1	XR_006838500.1
OG0027064	ENSSSAG00000049968.2	XM_035768069.2	ENSOKIG00005012841.1	XM_046296668.1
OG0027065	ENSSSAG00000063855.2	XM_052496617.1	ENSOKIG00005049237.1	XM_046367314.1
OG0027066	ENSSSAG00000065964.2	XM_035786166.1	ENSOKIG00005021084.1	XM_046346833.1
OG0027067	ENSSSAG00000076193.2	XM_052521417.1	ENSOKIG00005038211.1	XM_046317911.1
OG0027068	ENSSSAG00000042015.2	XM_035734947.2	ENSOKIG00005048607.1	XM_046356416.1
OG0027069	ENSSSAG00000007973.2	XM_035778640.2	ENSOKIG00005018588.1	XM_046310019.1
OG0027070	ENSSSAG00000011939.2	XM_035761280.2	ENSOKIG00005042568.1	XM_046356307.1
OG0027071	ENSSSAG00000052514.2	XM_052465704.1	ENSOKIG00005021531.1	XM_046352289.1
OG0027072	ENSSSAG00000086629.1	XM_035752894.2	ENSOKIG00005044130.1	XM_046319020.1
OG0027073	ENSSSAG00000049102.2	XM_035752895.2	ENSOKIG00005044114.1	XM_046319021.1
OG0027074	ENSSSAG00000081017.2	XM_052499277.1	ENSOKIG00005041791.1	XM_046319923.1
OG0027075	ENSSSAG00000070190.2	XM_035748601.2	ENSOKIG00005012775.1	XM_046334611.1
OG0027076	ENSSSAG00000007948.2	XM_035778638.2	ENSOKIG00005018700.1	XM_046313170.1
OG0027077	ENSSSAG00000120059.1	XM_035752914.2	ENSOKIG00005038476.1	XM_046319899.1
OG0027078	ENSSSAG00000063614.2	XM_035794951.2	ENSOKIG00005025515.1	XM_046326815.1
OG0027079	ENSSSAG00000042933.2	XM_035794248.2	ENSOKIG00005010758.1	XM_046291555.1
OG0027080	ENSSSAG00000057407.2	XM_052529195.1	ENSOKIG00005045541.1	XM_046298809.1
OG0027081	ENSSSAG00000079962.2	XM_035794351.2	ENSOKIG00005006955.1	XM_046293227.1
OG0027082	ENSSSAG00000067487.2	XM_035739689.2	ENSOKIG00005005944.1	XM_046343424.1
OG0027083	ENSSSAG00000117253.1	XM_035778643.2	ENSOKIG00005018565.1	XM_046312553.1
OG0027084	ENSSSAG00000005403.2	XM_035782912.2	ENSOKIG00005001805.1	XM_046306451.1
OG0027085	ENSSSAG00000095821.1	XM_052529193.1	ENSOKIG00005045521.1	XM_046331007.1
OG0027086	ENSSSAG00000008743.2	XM_035753679.2	ENSOKIG00005024655.1	XM_046364602.1
OG0027087	ENSSSAG00000098957.1	XM_035737378.2	ENSOKIG00005034746.1	XM_046348477.1
OG0027088	ENSSSAG00000008754.2	XM_035751975.2	ENSOKIG00005024641.1	XM_046364604.1
OG0027089	ENSSSAG00000042182.2	XM_052480293.1	ENSOKIG00005018219.1	XM_046353048.1
OG0027090	ENSSSAG00000076906.2	XM_035738339.1	ENSOKIG00005047246.1	XM_046365338.1
OG0027091	ENSSSAG00000064984.2	XM_052465641.1	ENSOKIG00005044079.1	XM_046353812.1
OG0027092	ENSSSAG00000042869.2	XM_035737181.2	ENSOKIG00005018099.1	XM_046353036.1
OG0027093	ENSSSAG00000044301.2	XM_035743894.2	ENSOKIG00005031422.1	XM_046324618.1
OG0027094	ENSSSAG00000068764.2	XM_052482841.1	ENSOKIG00005026207.1	XM_046343700.1
OG0027095	ENSSSAG00000090367.1	XM_035752915.2	ENSOKIG00005038364.1	XM_046318863.1
OG0027096	ENSSSAG00000114421.1	XM_035767996.2	ENSOKIG00005012705.1	XM_046295919.1
OG0027097	ENSSSAG00000071448.2	XM_035741924.2	ENSOKIG00005027262.1	XM_046292848.1
OG0027098	ENSSSAG00000040142.2	XM_035743135.2	ENSOKIG00005022695.1	XM_046309612.1
OG0027099	ENSSSAG00000040049.2	XM_035741275.2	ENSOKIG00005007612.1	XM_046343292.1
OG0027100	ENSSSAG00000052210.2	XM_035754137.2	ENSOKIG00005016836.1	XM_046355507.1
OG0027101	ENSSSAG00000063945.2	XM_035768254.2	ENSOKIG00005021184.1	XM_046296677.1
OG0027102	ENSSSAG00000102479.1	XM_035775128.2	ENSOKIG00005021106.1	XM_046299347.1
OG0027103	ENSSSAG00000061591.2	XM_035762692.2	ENSOKIG00005020009.1	XM_046324018.1
OG0027104	ENSSSAG00000034634.2	XM_035743326.2	ENSOKIG00005008090.1	XM_046309234.1
OG0027105	ENSSSAG00000001665.2	XM_035770675.2	ENSOKIG00005032398.1	XM_046307395.1
OG0027106	ENSSSAG00000059365.2	XM_052471682.1	ENSOKIG00005005717.1	XM_046290985.1
OG0027107	ENSSSAG00000084027.1	XM_035782045.2	ENSOKIG00005046615.1	XM_046305969.1
OG0027108	ENSSSAG00000120757.1	XM_052523534.1	ENSOKIG00005036420.1	XM_046298344.1
OG0027110	ENSSSAG00000109131.1	XM_035761607.2	ENSOKIG00005001454.1	XM_046304218.1
OG0027111	ENSSSAG00000094814.1	XM_035759970.2	ENSOKIG00005000129.1	XM_046348152.1
OG0027112	ENSSSAG00000086567.1	XM_035734578.2	ENSOKIG00005025230.1	XM_046356774.1
OG0027113	ENSSSAG00000042450.2	XM_035743799.2	ENSOKIG00005035735.1	XM_046324882.1
OG0027114	ENSSSAG00000078269.2	XM_035753619.1	ENSOKIG00005038195.1	XM_046318923.1
OG0027115	ENSSSAG00000069433.2	XM_035798691.2	ENSOKIG00005000375.1	XM_046306380.1
OG0027116	ENSSSAG00000074095.2	XM_035739373.2	ENSOKIG00005011211.1	XM_046364413.1
OG0027117	ENSSSAG00000076499.2	XM_035775246.2	ENSOKIG00005031894.1	XM_046298877.1
OG0027118	ENSSSAG00000051507.2	XM_052523284.1	ENSOKIG00005041702.1	XM_046349333.1
OG0027119	ENSSSAG00000038386.2	XM_052516653.1	ENSOKIG00005013403.1	XM_046296126.1
OG0027120	ENSSSAG00000064591.2	XM_035750024.2	ENSOKIG00005028699.1	XM_046362985.1
OG0027121	ENSSSAG00000045639.2	XM_035791678.2	ENSOKIG00005011835.1	XM_046294770.1
OG0027122	ENSSSAG00000078309.2	XM_035774736.2	ENSOKIG00005023481.1	XM_046298002.1
OG0027123	ENSSSAG00000089032.1	XM_035800415.1	ENSOKIG00005015115.1	XM_046322704.1
OG0027125	ENSSSAG00000099057.1	XM_035800492.2	ENSOKIG00005024249.1	XM_046322070.1
OG0027126	ENSSSAG00000082559.1	XM_035797772.1	ENSOKIG00005000318.1	XM_046293515.1
OG0027127	ENSSSAG00000015474.2	XM_035765273.2	ENSOKIG00005015966.1	XM_046299643.1
OG0027128	ENSSSAG00000116465.1	XM_035800590.2	ENSOKIG00005048742.1	ne_ bHLH trans
OG0027129	ENSSSAG00000006069.2	XM_035797773.1	ENSOKIG00005000309.1	XM_046293502.1
OG0027130	ENSSSAG00000069324.2	XM_035749136.2	ENSOKIG00005002337.1	XM_046364049.1
OG0027131	ENSSSAG00000015497.2	XM_035765893.2	ENSOKIG00005015953.1	XM_046299644.1
OG0027132	ENSSSAG00000003294.2	XM_052472493.1	ENSOKIG00005011924.1	XM_046354538.1
OG0027133	ENSSSAG00000054472.2	XM_035734946.2	ENSOKIG00005048584.1	XM_046356418.1
OG0027134	ENSSSAG00000051967.2	XM_035749148.2	ENSOKIG00005019468.1	XM_046313695.1
OG0027136	ENSSSAG00000069232.2	XM_035740813.2	ENSOKIG00005026796.1	XM_046343707.1
OG0027137	ENSSSAG00000098775.1	XM_035767449.1	ENSOKIG00005032611.1	XM_046326305.1
OG0027138	ENSSSAG00000075589.2	XM_035793484.2	ENSOKIG00005013929.1	XM_046362442.1
OG0027139	ENSSSAG00000114082.1	XM_035739382.2	ENSOKIG00005011120.1	XM_046364419.1
OG0027140	ENSSSAG00000088589.1	XM_035744352.2	ENSOKIG00005031081.1	XM_046324310.1
OG0027141	ENSSSAG00000050813.2	XM_035738427.2	ENSOKIG00005039515.1	XM_046365417.1
OG0027142	ENSSSAG00000070717.2	XM_035771375.2	ENSOKIG00005018222.1	XM_046306220.1
OG0027143	ENSSSAG00000063575.2	XM_035762685.2	ENSOKIG00005019815.1	XM_046325119.1
OG0027144	ENSSSAG00000007325.2	XM_035800596.2	ENSOKIG00005048636.1	XM_046320589.1
OG0027146	ENSSSAG00000079743.2	XM_035753858.2	ENSOKIG00005031589.1	XM_046359096.1
OG0027147	ENSSSAG00000079652.2	XM_035800714.1	ENSOKIG00005049961.1	XM_046322536.1
OG0027148	ENSSSAG00000119602.1	XM_035736788.2	ENSOKIG00005028919.1	XM_046353426.1
OG0027149	ENSSSAG00000121533.1	XM_035737071.2	ENSOKIG00005014577.1	XM_046353132.1
OG0027150	ENSSSAG00000109158.1	XM_035762691.2	ENSOKIG00005019786.1	XM_046322970.1
OG0027151	ENSSSAG00000043968.2	XM_035758053.1	ENSOKIG00005036977.1	XM_046296366.1
OG0027152	ENSSSAG00000073738.2	XM_035739385.2	ENSOKIG00005009223.1	XM_046366203.1
OG0027153	ENSSSAG00000043684.2	XM_035788895.1	ENSOKIG00005026214.1	XM_046359900.1
OG0027154	ENSSSAG00000089918.1	XM_035756155.2	ENSOKIG00005024601.1	XM_046351832.1
OG0027155	ENSSSAG00000118699.1	XM_035768602.2	ENSOKIG00005040931.1	XM_046330273.1
OG0027156	ENSSSAG00000043844.2	XM_035758042.1	ENSOKIG00005037042.1	XM_046293834.1
OG0027157	ENSSSAG00000051836.2	XM_035751356.2	ENSOKIG00005003680.1	XM_046313917.1
OG0027158	ENSSSAG00000083028.1	XM_035763408.2	ENSOKIG00005001057.1	XM_046361123.1
OG0027159	ENSSSAG00000087199.1	XM_035758037.1	ENSOKIG00005037066.1	XM_046296688.1
OG0027160	ENSSSAG00000097405.1	XM_035735224.2	ENSOKIG00005030001.1	XM_046348609.1
OG0027161	ENSSSAG00000078307.2	XM_035736129.2	ENSOKIG00005004041.1	XM_046348314.1
OG0027162	ENSSSAG00000006779.2	XM_035798721.2	ENSOKIG00005042051.1	XM_046306188.1
OG0027163	ENSSSAG00000103772.1	XM_035787535.2	ENSOKIG00005045442.1	XM_046358198.1
OG0027164	ENSSSAG00000059760.2	XM_035757073.2	ENSOKIG00005001083.1	XM_046361124.1
OG0027165	ENSSSAG00000065761.2	XR_008095029.1	ENSOKIG00005010100.1	XM_046358926.1
OG0027166	ENSSSAG00000121468.1	XM_035738912.2	ENSOKIG00005030694.1	XM_046365846.1
OG0027167	ENSSSAG00000067238.2	XM_052493168.1	ENSOKIG00005000469.1	XM_046363742.1
OG0027168	ENSSSAG00000072939.2	XM_035797857.2	ENSOKIG00005025382.1	XM_046313090.1
OG0027169	ENSSSAG00000058128.2	XM_035788962.1	ENSOKIG00005012786.1	XM_046315846.1
OG0027170	ENSSSAG00000111808.1	XM_035760442.2	ENSOKIG00005028415.1	XM_046344850.1
